shoe_name,shoe_type,shoe_color,shoe_price,shoe_size,shoe_link
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 5.5 / W 7,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 6 / W 7.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 6.5 / W 8,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 7 / W 8.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 7.5 / W 9,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 8 / W 9.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 8.5 / W 10,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 9 / W 10.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 9.5 / W 11,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 10 / W 11.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 10.5 / W 12,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 11 / W 12.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 11.5 / W 13,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 12 / W 13.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 12.5 / W 14,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 13 / W 14.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 14 / W 15.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Vaporfly 4% Flyknit,Running Shoe,Shown: Deep Royal Blue/Red Orbit/Black/Ghost Aqua,$187.97 ,M 15 / W 16.5,https://www.nike.com/t/off-white™-vapor-street-womens-shoe-KC6WqX/CD8178-700
Nike Zoom Pegasus Turbo Shield,Women's Running Shoe,Shown: Fire Pink/Black/Metallic Silver,$172.97 ,5,https://www.nike.com/t/zoom-pegasus-turbo-shield-womens-running-shoe-TP4DR2/CJ9712-600
Nike Zoom Pegasus Turbo Shield,Women's Running Shoe,Shown: Fire Pink/Black/Metallic Silver,$172.97 ,5.5,https://www.nike.com/t/zoom-pegasus-turbo-shield-womens-running-shoe-TP4DR2/CJ9712-600
Nike Zoom Pegasus Turbo Shield,Women's Running Shoe,Shown: Fire Pink/Black/Metallic Silver,$172.97 ,6,https://www.nike.com/t/zoom-pegasus-turbo-shield-womens-running-shoe-TP4DR2/CJ9712-600
